x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
8.165698384106518,9.476507888432362,6.220914993625291,8.552531893152832,9.515244243574733,5.2503705644339345,6.702099772915391,7.44899728305957,6.13754563873335,7.080112742683102,9.040079483047844,9.971053711454456,7.879539788902232,8.100807112356737,0.8017724415894678,1.887112299717415,9.863603542357902,2.4964572443897715,1.743444296020824,3.0329444655330793
9.085524165384134,8.21603275964681,8.071864357498264,8.969003973347737,6.043576395153549,7.808652020992817,1.59740740089657,3.0522276257746714,2.8132998586495237,1.4418849605053363,9.779243347654038,6.541297426820996,5.308821283874022,4.602995652161258,0.20833957636513745,7.632617543284175,2.332047813838388,4.129010726232163,0.4038237477636819,2.1411168126504565
1.6680360862530252,7.836525467425468,8.795794971103883,4.3772626660112754,7.814585810323028,4.367675387036587,3.3679609881503856,2.7382202800860425,5.569619271874528,3.7809760118533866,3.245078410947575,4.32963164745395,3.364144757882851,3.4117651249913683,4.142436408752076,8.455050856934603,1.4330777839519926,8.449134590097739,4.592675107784789,1.7414000973799693
0.41813719548487227,3.718708512869211,5.941216496962815,5.160010976230898,6.508599071546056,6.133228716005185,6.1011437300488405,2.4088183951464637,3.247572002294329,2.100404850407566,0.09566215015014978,9.952926487365298,3.0918393432431435,2.0790149728547425,2.9407882733473647,9.023691567111214,8.908603619801635,3.2326050030009235,2.4484895077864035,4.899753691027939
6.668876679070061,0.5488224375785322,0.3111486255099849,4.212041229752926,1.7588854297201861,0.9960680154109958,0.7637537753029044,4.498105126251452,5.707027331230906,1.4814321998387958,5.88481353905245,8.710376383443775,9.066313662340642,9.200953437475498,2.817382636563223,7.133045061573777,7.66572943165455,2.4390372934454962,0.12744205211100756,2.0840435860196727
7.351845087750007,7.191030266290901,7.387359765922733,6.831739727643308,7.198703362895753,6.869201093518624,7.4898300695254285,9.23649804678015,5.608844493657584,0.2288827095551449,1.3918409772966156,5.813978647670835,8.525942932028551,6.165743491419859,5.138687268850464,9.698865489472384,0.8200816112398446,4.389144040999185,1.0509068613601769,5.806423008972752
5.317833313804274,8.77811378012882,0.8529095653278029,3.4371514728380648,7.895150555162579,7.817792273486676,3.64066749859131,0.47905894896759893,9.591998083605759,8.822713973563982,8.606375777115458,8.377397166863139,2.606804342068364,1.6272559335916459,3.024807964023708,4.933516105948623,2.521971921388624,1.7836067901078478,6.840074557623356,4.489548395524667
3.838613365797837,1.8003928625337628,4.671095662556517,5.883479116292614,8.999971925747689,3.4074099652726284,2.4560832645859545,8.336871958651663,6.321566164555872,6.7469314588622105,3.2906211401457366,2.5921052146076953,1.2243533631319348,0.6561421257259747,8.868936892629412,5.980979206889515,6.0410333652475225,1.836856241084035,0.9979339673327237,4.064416005942805
3.702607008942731,5.318127962069248,3.7408326875150024,7.366973972353059,7.198205563724938,9.03174100668438,2.3447105302429607,5.636358636681504,5.327994677935946,0.4009153777825947,8.740632654828127,4.171608279960516,1.818178524180234,5.864076882568031,1.247186459293832,2.229215452152027,7.1187113290069,9.65882465133326,9.517461413769526,0.804299413802495
0.8594504484080268,9.3501124317937,3.019256753409294,6.753557750403897,1.6600981257760306,3.0221593857981954,0.8379956738409944,3.1535254211744155,4.714071851407871,4.1079327312854605,1.235013290864142,1.8748450322867427,8.353894845285097,0.7071517184684817,7.778221078837799,7.9093395104514395,6.936002138907563,1.7369315079736736,3.718948117017481,7.564673612360555
