x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
9.670298390136766,5.4723224917572235,9.726843599648843,7.148159936743647,6.977288245972709,2.160894955803764,9.762744547762418,0.06230255204589863,2.5298236238344396,4.3479153240444575,7.793829217937525,1.9768507460025309,8.629932355992223,9.834006771753128,1.6384224140469872,5.973339439328592,0.08986097667554982,3.865712826436294,0.44160057931499574,9.56652967714236
4.3614664687979765,9.489773067815628,7.86305985935061,8.662892985816985,1.7316542149594816,0.7494858701310703,6.007427213777693,1.6797218371840383,7.333801675105699,4.084438601520147,5.279088234179204,9.37571583950942,5.21696122444958,1.0819338288723068,1.5822340718479944,5.452026517032128,5.244040800684734,6.3761024412599365,4.0149544359027285,6.498051090193423
3.9690000290173266,6.239161135482231,7.674049670901239,1.7897391004113083,3.755757685875424,5.025330593269343,6.866670799163458,2.5367964866138317,5.547408629425585,6.249308440640977,8.95501166056146,3.6285358843312645,6.375570730187366,1.9144640211896335,4.977941146173057,1.8244540457120684,9.183830391397628,4.318220713412276,8.301881020983462,4.167763046783626
9.04667588743367,4.04825217310906,3.3117450309112275,5.721387702727486,8.454436490941132,8.61014311753072,5.956881170683345,0.8466161102041025,5.972666073191749,2.454537085831021,7.325934485899678,8.946512923167388,5.147339709131451,6.035635103602064,0.6506781238280734,5.400747296428063,1.2918678367043768,6.14562846350332,3.636503470448379,7.677580343307458
0.4853413641955251,1.0981811811784403,6.840232151236276,5.146536970836565,5.716413716147492,8.437069939906554,4.8773763914967425,8.101444221261449,5.102436292949401,9.267206932402512,6.669277715396261,1.4872683943405696,3.645531753257558,8.657749159440993,3.5028521085551567,1.8902575945615485,4.726213091657731,3.9278117482212993,6.189299266440936,4.367662919395132
2.6092215729449553,4.124722116627568,4.190340345523004,9.024218558761408,9.796162620404854,6.235688394069139,0.8318412257086116,7.32998717595995,6.78685402478984,8.260228670252195,3.4745133671105566,0.5888009415812312,6.118218164552921,1.2401461831327198,7.595295291633314,7.944233175766422,4.08626786749898,9.437975058830455,1.7377979375527586,9.425858497269802
4.654896748175357,7.629936412753661,7.528201954804129,9.812099191312608,9.732779941289307,0.40091124641168374,0.1597127753156069,5.432903150235341,0.3387761789840915,6.574846358352725,5.349026016644526,6.665583961002602,4.4134070437267,2.7247145872373615,9.49668939947844,7.282694401932469,0.06323937265482749,0.993277648941745,6.316922451249796,2.8803682699770814
4.076216772916577,7.815311238977097,3.5414553817936536,9.25808597279259,7.204521214246164,5.519264407313747,1.8096483602510238,4.095913896676494,7.628817898433234,9.90796818517057,0.7365237412062664,1.3475260700177727,7.400447300019259,8.337813699213912,0.8877285739020269,8.294179497210056,7.867323144350845,6.8822127320412605,3.3992641648215507,4.445406645343004
3.663361392515343,8.404660647221823,3.2832213688090817,3.225749762532557,9.352908572336874,9.199873476978977,9.68674125377182,8.075489532146008,0.8691561764276523,0.9091055162091022,5.570820752652041,8.561837709278176,8.841978639752682,6.368486728666008,9.558045939839154,1.5188560123269723,2.21580929980553,3.324951669874965,2.5680492088155713,3.1220503228005194
1.184455163335848,3.753401433363357,0.2977399673273917,5.377816661755467,9.458282946754434,4.451251930602681,6.241532443303242,6.118123486017291,9.333791680810403,7.345190530086493,8.248209282060245,3.358494099024567,9.074646464280812,1.852092341733128,4.079822688939508,7.374519734146762,3.334563817637944,8.861342313541327,8.606558621358811,1.6511812039988727
